order_id,delivery_date,dispatch_window,customer_id,customer_name,address,city,state,zip,truck_id,product,units,weight_lbs,lat,lng
SO-729554,2026-07-29,09:45,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,BCI I-joists 11.875,136 pcs,8436,41.5701,-72.6595
SO-729557,2026-07-29,09:45,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-04,CDX plywood 1/2 4x8,3 pallets,7161,41.5661,-73.0405
SO-729558,2026-07-29,09:45,AMHERSTL,Amherst Lumber,459 University Dr,Amherst,MA,01002,T-13,James Hardie lap siding,5 pallets,14713,42.3672,-72.5312
SO-729559,2026-07-29,09:45,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,CDX plywood 1/2 4x8,3 pallets,7045,42.8552,-72.5715
SO-729560,2026-07-29,09:45,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-19,CDX plywood 1/2 4x8,5 pallets,11083,42.1043,-72.5731
SO-729562,2026-07-29,09:45,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-19,SPF dimensional lumber 2x4-2x10,"3,200 BF",7567,40.6084,-75.49
SO-729564,2026-07-29,09:45,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-19,SPF dimensional lumber 2x4-2x10,"6,400 BF",15167,41.4459,-74.4229
SO-729567,2026-07-29,09:45,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-19,CertainTeed vinyl siding,10 pallets,13969,40.7712,-73.5205
SO-729571,2026-07-29,09:45,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-20,LVL 1.75x11.875 beams,86 pcs,8217,41.7889,-72.6683
SO-729575,2026-07-29,09:45,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-20,LVL 1.75x11.875 beams,105 pcs,9968,42.2989,-71.4308
SO-729577,2026-07-29,09:45,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-20,James Hardie lap siding,5 pallets,13373,42.6039,-72.5541
SO-729579,2026-07-29,09:45,ELMCITY,Elm City Building Products,480 Grand Ave,New Haven,CT,06511,T-21,Millwork & interior trim,5 bundles,8635,41.3055,-72.9104
SO-729580,2026-07-29,09:45,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-21,OSB 7/16 4x8 sheathing,3 pallets,6460,41.6805,-73.9385
SO-729581,2026-07-29,09:45,NKINGBS,North Kingstown Lumber,7712 Post Rd,North Kingstown,RI,02852,T-21,CDX plywood 1/2 4x8,6 pallets,14477,41.5801,-71.4774
SO-729582,2026-07-29,09:45,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-21,Trex composite decking,4 pallets,8245,41.2895,-72.6817
SO-729585,2026-07-29,09:45,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-22,Millwork & interior trim,5 bundles,9260,41.8005,-71.4506
SO-729588,2026-07-29,09:45,BPTBS,Park City Building Products,480 Iranistan Ave,Bridgeport,CT,06604,T-22,LVL 1.75x11.875 beams,129 pcs,12231,41.1932,-73.201
SO-729592,2026-07-29,09:45,STROUDBS,Pocono Building Supply,1204 N 9th St,Stroudsburg,PA,18360,T-22,SPF dimensional lumber 2x4-2x10,"3,800 BF",9047,40.9801,-75.1902
SO-729594,2026-07-29,09:45,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-22,BCI I-joists 11.875,187 pcs,11565,41.5101,-74.0212
SO-729595,2026-07-29,09:45,QBCS,Queensboro Construction Supply,47-15 34th St,Long Island City,NY,11101,T-23,CertainTeed vinyl siding,7 pallets,10800,40.7431,-73.9265
SO-729597,2026-07-29,09:45,PATERBS,Silk City Building Materials,245 E Railway Ave,Paterson,NJ,07503,T-23,Millwork & interior trim,6 bundles,10141,40.9105,-74.1602
SO-729598,2026-07-29,09:45,HOLYOKE,Holyoke Millwork & Door,1 Cabot St,Holyoke,MA,01040,T-23,BCI I-joists 11.875,153 pcs,9488,42.2081,-72.6151
SO-729602,2026-07-29,09:45,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-24,CertainTeed vinyl siding,7 pallets,9475,40.6084,-75.49
SO-729604,2026-07-29,09:45,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-24,LVL 1.75x11.875 beams,72 pcs,6885,41.0421,-73.7702
SO-729606,2026-07-29,09:45,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-24,OSB 7/16 4x8 sheathing,3 pallets,6447,41.1177,-73.4079
SO-729608,2026-07-29,09:45,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-25,OSB 7/16 4x8 sheathing,15 pallets,37359,42.6598,-73.7405
SO-729612,2026-07-30,06:30,NADAMS,Mohawk Trail Building Supply,1420 Curran Hwy,North Adams,MA,01247,T-01,LVL 1.75x11.875 beams,129 pcs,12270,42.7009,-73.1087
SO-729613,2026-07-30,06:30,PITTSL,Pittsfield Lumber & Supply,555 Dalton Ave,Pittsfield,MA,01201,T-01,CDX plywood 1/2 4x8,5 pallets,12320,42.452,-73.238
SO-729615,2026-07-30,06:30,PITTSL,Pittsfield Lumber & Supply,555 Dalton Ave,Pittsfield,MA,01201,T-01,James Hardie lap siding,3 pallets,8211,42.452,-73.238
SO-729616,2026-07-30,06:30,PITTSL,Pittsfield Lumber & Supply,555 Dalton Ave,Pittsfield,MA,01201,T-01,SPF dimensional lumber 2x4-2x10,"1,900 BF",4496,42.452,-73.238
SO-729618,2026-07-30,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,Millwork & interior trim,12 bundles,21384,42.4855,-71.145
SO-729621,2026-07-30,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,BCI I-joists 11.875,290 pcs,17966,42.6598,-73.7405
SO-729623,2026-07-30,06:30,SCHENBS,Schenectady Lumber,1680 Chrisler Ave,Schenectady,NY,12303,T-03,Trex composite decking,2 pallets,4116,42.8025,-73.9401
SO-729624,2026-07-30,06:30,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-04,BCI I-joists 11.875,304 pcs,18862,41.5462,-72.8112
SO-729625,2026-07-30,06:30,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,BCI I-joists 11.875,101 pcs,6235,41.3502,-72.1023
SO-729628,2026-07-30,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,James Hardie lap siding,3 pallets,9276,41.7106,-72.2081
SO-729631,2026-07-30,06:30,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-06,OSB 7/16 4x8 sheathing,10 pallets,24177,41.0598,-73.5405
SO-729635,2026-07-30,06:30,BFSEHART,Builders FirstSource East Hartford,240 Prestige Park Rd,East Hartford,CT,06108,T-07,CertainTeed vinyl siding,10 pallets,14306,41.7808,-72.6091
SO-729638,2026-07-30,06:30,BFSEHART,Builders FirstSource East Hartford,240 Prestige Park Rd,East Hartford,CT,06108,T-07,Millwork & interior trim,6 bundles,11532,41.7808,-72.6091
SO-729640,2026-07-30,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,Millwork & interior trim,4 bundles,6632,41.742,-72.6689
SO-729644,2026-07-30,06:30,GLASTBS,Glastonbury Lumber,39 Commerce St,Glastonbury,CT,06033,T-07,OSB 7/16 4x8 sheathing,3 pallets,6447,41.7123,-72.6082
SO-729648,2026-07-30,06:30,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-07,LVL 1.75x11.875 beams,49 pcs,4653,41.7889,-72.6683
SO-729652,2026-07-30,06:30,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,CertainTeed vinyl siding,6 pallets,8640,41.6805,-73.9385
SO-729654,2026-07-30,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,OSB 7/16 4x8 sheathing,1 pallets,3111,41.5101,-74.0212
SO-729658,2026-07-30,06:30,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-08,Millwork & interior trim,4 bundles,7518,41.4459,-74.4229
SO-729660,2026-07-30,06:30,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-08,OSB 7/16 4x8 sheathing,5 pallets,12335,41.9385,-73.9905
SO-729661,2026-07-30,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,CertainTeed vinyl siding,3 pallets,4546,41.4102,-75.6605
SO-729665,2026-07-30,06:30,EASTONPA,Forks of the Delaware Building Supply,3700 Sullivan Trail,Easton,PA,18040,T-09,Millwork & interior trim,8 bundles,13760,40.6884,-75.2207
SO-729666,2026-07-30,06:30,ABEBS,Lehigh Valley Building Supply,1750 Grammes Rd,Allentown,PA,18103,T-09,Trex composite decking,2 pallets,4595,40.6084,-75.49
SO-729669,2026-07-30,06:30,EASTONPA,Forks of the Delaware Building Supply,3700 Sullivan Trail,Easton,PA,18040,T-09,SPF dimensional lumber 2x4-2x10,"1,300 BF",3132,40.6884,-75.2207
SO-729673,2026-07-30,06:30,BETHBS,Bethlehem Building Products,2260 Industrial Dr,Bethlehem,PA,18017,T-09,CDX plywood 1/2 4x8,2 pallets,4131,40.6301,-75.3652
SO-729674,2026-07-30,06:30,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,James Hardie lap siding,3 pallets,8998,41.2895,-72.6817
SO-729678,2026-07-30,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,SPF dimensional lumber 2x4-2x10,"5,300 BF",12498,41.2301,-73.064
SO-729679,2026-07-30,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,BCI I-joists 11.875,231 pcs,14320,41.2301,-73.064
SO-729682,2026-07-30,06:30,NATNH,National Lumber New Haven,20 Lenox St,New Haven,CT,06513,T-10,SPF dimensional lumber 2x4-2x10,"1,700 BF",4222,41.3162,-72.8989
SO-729685,2026-07-30,06:30,IRONBND,Ironbound Building Supply,315 Ferry St,Newark,NJ,07105,T-11,LVL 1.75x11.875 beams,202 pcs,19157,40.7285,-74.1502
SO-729688,2026-07-30,06:30,QBCS,Queensboro Construction Supply,47-15 34th St,Long Island City,NY,11101,T-12,SPF dimensional lumber 2x4-2x10,"4,900 BF",11738,40.7431,-73.9265
SO-729689,2026-07-30,06:30,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,CDX plywood 1/2 4x8,6 pallets,12851,40.7712,-73.5205
SO-729690,2026-07-30,06:30,BRONXBS,Hunts Point Building Materials,740 Barretto St,Bronx,NY,10474,T-12,Millwork & interior trim,8 bundles,14296,40.8155,-73.8918
SO-729691,2026-07-30,06:30,BRONXBS,Hunts Point Building Materials,740 Barretto St,Bronx,NY,10474,T-12,OSB 7/16 4x8 sheathing,3 pallets,8140,40.8155,-73.8918
SO-729693,2026-07-30,06:30,GREENF,Franklin County Building Supply,89 French King Hwy,Greenfield,MA,01301,T-13,CertainTeed vinyl siding,8 pallets,11236,42.6039,-72.5541
SO-729695,2026-07-30,06:30,SDEERF,South Deerfield Lumber,260 Greenfield Rd,South Deerfield,MA,01373,T-13,CDX plywood 1/2 4x8,5 pallets,11957,42.4777,-72.6079
SO-729699,2026-07-30,06:30,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,Millwork & interior trim,20 bundles,36757,41.8221,-71.4302
SO-729703,2026-07-30,06:30,WSPRHW,West Side Builders Supply,1440 Riverdale St,West Springfield,MA,01089,T-15,LVL 1.75x11.875 beams,95 pcs,9001,42.1281,-72.6412
SO-729706,2026-07-30,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,Millwork & interior trim,4 bundles,6329,42.1615,-72.6039
SO-729709,2026-07-30,06:30,CHICBS,Chicopee Building Supply,92 Meadow St,Chicopee,MA,01013,T-15,James Hardie lap siding,3 pallets,7997,42.1615,-72.6039
SO-729710,2026-07-30,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,LVL 1.75x11.875 beams,109 pcs,10363,42.1121,-72.5605
SO-729714,2026-07-30,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,LVL 1.75x11.875 beams,162 pcs,15344,42.8552,-72.5715
SO-729715,2026-07-30,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,LVL 1.75x11.875 beams,92 pcs,8725,42.8552,-72.5715
SO-729716,2026-07-30,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,OSB 7/16 4x8 sheathing,4 pallets,9628,40.9385,-73.8905
SO-729720,2026-07-30,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,CDX plywood 1/2 4x8,6 pallets,13939,41.0421,-73.7702
SO-729724,2026-07-30,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Trex composite decking,5 pallets,10374,41.0421,-73.7702
SO-729725,2026-07-30,06:30,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,James Hardie lap siding,4 pallets,11416,40.9115,-73.7824
SO-729728,2026-07-30,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,Trex composite decking,3 pallets,5851,42.1945,-71.8356
SO-729730,2026-07-30,06:30,WORCBS,Worcester Building Supply,120 Southbridge St,Worcester,MA,01608,T-18,OSB 7/16 4x8 sheathing,2 pallets,4883,42.2751,-71.7997
SO-729734,2026-07-30,09:45,NEWBRIT,Hardware City Building Supply,225 Christian Ln,New Britain,CT,06051,T-07,CertainTeed vinyl siding,3 pallets,3797,41.6687,-72.7799
SO-729738,2026-07-30,09:45,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,LVL 1.75x11.875 beams,150 pcs,14287,41.6805,-73.9385
SO-729742,2026-07-30,09:45,GUILBS,Shoreline Building Products,2280 Boston Post Rd,Guilford,CT,06437,T-10,BCI I-joists 11.875,102 pcs,6306,41.2895,-72.6817
SO-729745,2026-07-30,09:45,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-15,CertainTeed vinyl siding,10 pallets,14297,42.1043,-72.5731
SO-729748,2026-07-30,09:45,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,BCI I-joists 11.875,186 pcs,11548,42.8552,-72.5715
SO-729752,2026-07-30,09:45,GSMILL,Garden State Millwork,480 Frelinghuysen Ave,Newark,NJ,07114,T-19,LVL 1.75x11.875 beams,85 pcs,8079,40.7059,-74.1735
SO-729753,2026-07-30,09:45,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-20,LVL 1.75x11.875 beams,71 pcs,6755,42.7105,-73.8202
SO-729757,2026-07-30,09:45,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-21,BCI I-joists 11.875,100 pcs,6222,42.4855,-71.145
SO-729761,2026-07-30,09:45,NELUMB,Northeast Lumber,533 S Broad St,Meriden,CT,06450,T-22,OSB 7/16 4x8 sheathing,5 pallets,12478,41.5462,-72.8112
SO-729764,2026-07-30,09:45,STAMBS,Stamford Building Materials,80 Harvard Ave,Stamford,CT,06902,T-23,SPF dimensional lumber 2x4-2x10,"2,900 BF",6900,41.0598,-73.5405
SO-729767,2026-07-30,09:45,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-25,SPF dimensional lumber 2x4-2x10,"15,500 BF",36462,41.8221,-71.4302
SO-729771,2026-07-31,06:30,PITTSL,Pittsfield Lumber & Supply,555 Dalton Ave,Pittsfield,MA,01201,T-01,CDX plywood 1/2 4x8,18 pallets,42516,42.452,-73.238
SO-729774,2026-07-31,06:30,NATWOB,National Lumber Woburn,245 Salem St,Woburn,MA,01801,T-02,CertainTeed vinyl siding,10 pallets,13880,42.4855,-71.145
SO-729775,2026-07-31,06:30,BFSFRAM,Builders FirstSource Framingham,350 Irving St,Framingham,MA,01702,T-02,CDX plywood 1/2 4x8,6 pallets,13306,42.2989,-71.4308
SO-729777,2026-07-31,06:30,MARLBS,Marlborough Builders Supply,31 Sasseville Way,Marlborough,MA,01752,T-02,Trex composite decking,3 pallets,7713,42.3459,-71.5522
SO-729778,2026-07-31,06:30,NASHOBA,Nashoba Valley Building Supply,100 Powder Mill Rd,Acton,MA,01720,T-02,LVL 1.75x11.875 beams,127 pcs,12092,42.4851,-71.4328
SO-729782,2026-07-31,06:30,BFSALB,Builders FirstSource Albany,926 Broadway,Albany,NY,12207,T-03,SPF dimensional lumber 2x4-2x10,"4,300 BF",10326,42.6598,-73.7405
SO-729785,2026-07-31,06:30,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-03,LVL 1.75x11.875 beams,102 pcs,9674,42.7105,-73.8202
SO-729786,2026-07-31,06:30,TROYBS,Collar City Building Supply,621 River St,Troy,NY,12180,T-03,OSB 7/16 4x8 sheathing,1 pallets,3616,42.7284,-73.6918
SO-729788,2026-07-31,06:30,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,CDX plywood 1/2 4x8,4 pallets,9908,41.5701,-72.6595
SO-729791,2026-07-31,06:30,WATBS,Brass City Building Supply,2100 S Main St,Waterbury,CT,06706,T-04,Trex composite decking,2 pallets,5553,41.5661,-73.0405
SO-729794,2026-07-31,06:30,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,OSB 7/16 4x8 sheathing,5 pallets,11296,41.5701,-72.6595
SO-729798,2026-07-31,06:30,BRISTBS,Bristol Building Supply,895 Farmington Ave,Bristol,CT,06010,T-04,LVL 1.75x11.875 beams,78 pcs,7379,41.6718,-72.9493
SO-729799,2026-07-31,06:30,BRISTBS,Bristol Building Supply,895 Farmington Ave,Bristol,CT,06010,T-04,CertainTeed vinyl siding,5 pallets,7332,41.6718,-72.9493
SO-729800,2026-07-31,06:30,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,James Hardie lap siding,1 pallets,4148,41.3502,-72.1023
SO-729803,2026-07-31,06:30,NORWICH,Rose City Lumber,224 W Main St,Norwich,CT,06360,T-05,OSB 7/16 4x8 sheathing,6 pallets,14402,41.532,-72.0801
SO-729807,2026-07-31,06:30,WILLIBS,Windham Building Products,1548 W Main St,Willimantic,CT,06226,T-05,Trex composite decking,6 pallets,14317,41.7106,-72.2081
SO-729809,2026-07-31,06:30,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-06,BCI I-joists 11.875,133 pcs,8239,41.1177,-73.4079
SO-729811,2026-07-31,06:30,BPTBS,Park City Building Products,480 Iranistan Ave,Bridgeport,CT,06604,T-06,SPF dimensional lumber 2x4-2x10,"6,000 BF",14310,41.1932,-73.201
SO-729812,2026-07-31,06:30,BPTBS,Park City Building Products,480 Iranistan Ave,Bridgeport,CT,06604,T-06,James Hardie lap siding,4 pallets,12857,41.1932,-73.201
SO-729815,2026-07-31,06:30,DANBS,Danbury Building Supply,57 Shelter Rock Rd,Danbury,CT,06810,T-06,OSB 7/16 4x8 sheathing,2 pallets,3879,41.4015,-73.4501
SO-729818,2026-07-31,06:30,REXHART,Rex Lumber Hartford,610 Wethersfield Ave,Hartford,CT,06114,T-07,SPF dimensional lumber 2x4-2x10,"10,100 BF",23937,41.742,-72.6689
SO-729821,2026-07-31,06:30,ORANGEBS,Orange County Building Supply,33 Dolson Ave,Middletown,NY,10940,T-08,CDX plywood 1/2 4x8,3 pallets,7622,41.4459,-74.4229
SO-729822,2026-07-31,06:30,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,OSB 7/16 4x8 sheathing,5 pallets,12786,41.6805,-73.9385
SO-729826,2026-07-31,06:30,NEWBGH,Hudson Valley Building Materials,1220 Route 300,Newburgh,NY,12550,T-08,CDX plywood 1/2 4x8,5 pallets,11591,41.5101,-74.0212
SO-729828,2026-07-31,06:30,KINGBS,Kingston Building Supply,850 Flatbush Ave,Kingston,NY,12401,T-08,Millwork & interior trim,2 bundles,3324,41.9385,-73.9905
SO-729831,2026-07-31,06:30,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,CDX plywood 1/2 4x8,2 pallets,5068,41.6805,-73.9385
SO-729835,2026-07-31,06:30,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-09,BCI I-joists 11.875,416 pcs,25766,41.4102,-75.6605
SO-729838,2026-07-31,06:30,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-10,James Hardie lap siding,8 pallets,24516,41.2301,-73.064
SO-729841,2026-07-31,06:30,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-11,CertainTeed vinyl siding,18 pallets,25480,40.8602,-74.4205
SO-729844,2026-07-31,06:30,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-12,Trex composite decking,17 pallets,37780,40.7712,-73.5205
SO-729847,2026-07-31,06:30,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-13,CertainTeed vinyl siding,18 pallets,25770,42.3389,-72.6417
SO-729850,2026-07-31,06:30,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,LVL 1.75x11.875 beams,68 pcs,6451,41.8221,-71.4302
SO-729852,2026-07-31,06:30,OCEANST,Ocean State Lumber,45 Dupont Dr,Providence,RI,02907,T-14,Millwork & interior trim,5 bundles,9006,41.8005,-71.4506
SO-729853,2026-07-31,06:30,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,LVL 1.75x11.875 beams,151 pcs,14361,41.8221,-71.4302
SO-729856,2026-07-31,06:30,NKINGBS,North Kingstown Lumber,7712 Post Rd,North Kingstown,RI,02852,T-14,BCI I-joists 11.875,107 pcs,6619,41.5801,-71.4774
SO-729860,2026-07-31,06:30,WARWBS,Warwick Building Products,555 Jefferson Blvd,Warwick,RI,02886,T-14,SPF dimensional lumber 2x4-2x10,"1,800 BF",4393,41.7005,-71.426
SO-729861,2026-07-31,06:30,HOLBROOK,Holbrook Lumber Co,627 Page Blvd,Springfield,MA,01104,T-15,Trex composite decking,9 pallets,20064,42.1121,-72.5605
SO-729862,2026-07-31,06:30,BRATVT,Brattleboro Home & Lumber,532 Putney Rd,Brattleboro,VT,05301,T-16,OSB 7/16 4x8 sheathing,16 pallets,40062,42.8552,-72.5715
SO-729866,2026-07-31,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,BCI I-joists 11.875,160 pcs,9901,41.0421,-73.7702
SO-729867,2026-07-31,06:30,WPBS,Westchester Building Products,180 Westmoreland Ave,White Plains,NY,10606,T-17,Trex composite decking,2 pallets,5262,41.0421,-73.7702
SO-729868,2026-07-31,06:30,NEWROCH,Sound Shore Building Supply,379 Main St,New Rochelle,NY,10801,T-17,Trex composite decking,2 pallets,5456,40.9115,-73.7824
SO-729870,2026-07-31,06:30,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,Millwork & interior trim,3 bundles,6081,40.9385,-73.8905
SO-729872,2026-07-31,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,BCI I-joists 11.875,71 pcs,4385,42.1945,-71.8356
SO-729876,2026-07-31,06:30,AUBURNBS,Auburn Lumber Co,48 Millbury St,Auburn,MA,01501,T-18,OSB 7/16 4x8 sheathing,3 pallets,6314,42.1945,-71.8356
SO-729880,2026-07-31,09:45,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-03,LVL 1.75x11.875 beams,105 pcs,10002,42.7105,-73.8202
SO-729883,2026-07-31,09:45,CAPDIST,Capital District Building Supply,1218 Central Ave,Albany,NY,12205,T-03,LVL 1.75x11.875 beams,138 pcs,13141,42.7105,-73.8202
SO-729887,2026-07-31,09:45,MIDDBS,Middlesex Building Products,440 Newfield St,Middletown,CT,06457,T-04,CDX plywood 1/2 4x8,2 pallets,3713,41.5701,-72.6595
SO-729889,2026-07-31,09:45,NLONBS,Whaling City Building Supply,351 Broad St,New London,CT,06320,T-05,James Hardie lap siding,2 pallets,6602,41.3502,-72.1023
SO-729893,2026-07-31,09:45,NORWBS,Norwalk Lumber & Millwork,120 Water St,Norwalk,CT,06854,T-06,CDX plywood 1/2 4x8,4 pallets,8136,41.1177,-73.4079
SO-729894,2026-07-31,09:45,84LPOK,84 Lumber #1146,600 Violet Ave,Poughkeepsie,NY,12601,T-08,Millwork & interior trim,3 bundles,4872,41.6805,-73.9385
SO-729897,2026-07-31,09:45,BFSPROV,Builders FirstSource Providence,260 Kinsley Ave,Providence,RI,02903,T-14,Millwork & interior trim,3 bundles,4992,41.8221,-71.4302
SO-729900,2026-07-31,09:45,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,CertainTeed vinyl siding,10 pallets,14528,40.9385,-73.8905
SO-729901,2026-07-31,09:45,YONKBS,Yonkers Lumber Co,1088 Saw Mill River Rd,Yonkers,NY,10710,T-17,James Hardie lap siding,1 pallets,4033,40.9385,-73.8905
SO-729903,2026-07-31,09:45,84LSPR,84 Lumber #0421,340 Taylor St,Springfield,MA,01105,T-19,SPF dimensional lumber 2x4-2x10,"3,800 BF",8943,42.1043,-72.5731
SO-729907,2026-07-31,09:45,84LHART,84 Lumber #0388,145 Leibert Rd,Hartford,CT,06120,T-20,OSB 7/16 4x8 sheathing,3 pallets,8170,41.7889,-72.6683
SO-729910,2026-07-31,09:45,SCRANBS,Scranton Lumber & Supply,1130 Capouse Ave,Scranton,PA,18509,T-21,CDX plywood 1/2 4x8,6 pallets,13927,41.4102,-75.6605
SO-729913,2026-07-31,09:45,VALLEYBS,Valley Building Supply,320 King St,Northampton,MA,01060,T-22,James Hardie lap siding,4 pallets,10897,42.3389,-72.6417
SO-729916,2026-07-31,09:45,MILFBS,Milford Building Supply,85 Rowe Ave,Milford,CT,06461,T-23,James Hardie lap siding,4 pallets,11352,41.2301,-73.064
SO-729919,2026-07-31,09:45,84LPARS,84 Lumber #2210,1159 US-46,Parsippany,NJ,07054,T-24,CDX plywood 1/2 4x8,3 pallets,6594,40.8602,-74.4205
SO-729921,2026-07-31,09:45,HICKBS,Hicksville Building Supply,300 Duffy Ave,Hicksville,NY,11801,T-25,OSB 7/16 4x8 sheathing,16 pallets,38397,40.7712,-73.5205
